Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Comoros,COM,..,..,..,..,..,..,..,..,..,1403.282128,1412.650592,1459.892754,1488.619149,1507.77081,1499.307675,1483.785467,1464.468135,1459.987952,1372.281638,1400.235148,1286.312371,1355.821135,1356.708051,1248.969524,1258.354395,1208.461799,1223.789079,1207.180839,1199.089065,1296.058023,1294.010224,1292.494823,1288.614546,1282.527071,1287.869224,1290.730002,1270.244457,1289.679229,1299.274589,1316.498848,1337.738369,1347.551682,1374.701139,1370.513355,1353.663401,1366.675721,1386.922368,1402.740355,1399.388538,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",COD,1100.417978,1073.002229,1129.872836,1134.301886,1048.551235,965.2013048,944.9246036,869.0682107,848.7542135,844.503102,842.5717139,818.2306086,809.724642,833.5844367,816.1401587,832.2832326,831.6536919,811.9986059,777.2584897,702.1347564,619.7962444,533.5345878,444.046702,411.4935093,401.1855575,386.1128657,355.5281578,341.7778254,319.562059,289.9863199,276.1421088,276.0559456,282.6470668,292.3508371,300.5624225,306.5282607,315.2638635,324.0403128,322.4182544,334.0215726,345.2661149,357.5982959,375.2191755,397.3416705,411.0205731,407.2896431,408.9247934,418.9888115,423.6402556,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,1885.007976,1988.315306,2089.414677,2188.580596,2289.361543,2243.608048,1983.985686,2049.62117,2186.193693,2497.894689,2853.440759,3425.293141,3521.977121,3660.979777,3516.639702,3185.336025,3104.709966,3074.389001,3069.447724,3016.518577,3005.166975,2999.88351,2889.357348,2655.464491,2684.608477,2721.125281,2627.289241,2647.582941,2505.547541,2618.68141,2641.793496,2685.675267,2630.799515,2641.965903,2758.616662,2881.595101,2600.074705,2670.772896,2885.267088,3076.561253,3057.773654,3275.949354,3173.410166,3281.322787,3097.276125,2711.898791,2520.618364,2303.982601,2166.094101,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,3906.142526,4121.062214,4331.052595,4459.899795,4440.608333,4566.797549,4845.057228,5013.857572,5122.36997,5023.735699,4778.922424,4311.760597,4316.046452,4537.76595,4449.44858,4572.916069,4666.893024,4703.041173,4841.828289,4884.602531,4866.333183,5177.348246,5403.268666,5504.478222,5591.194803,5525.097212,5696.768255,5957.299932,6062.262095,6172.408361,6274.316086,6375.203852,6545.736721,6730.831394,6892.92318,7289.903923,7779.324927,8034.329922,7854.952375,8141.913127,8390.479071,8689.965168,8785.741385,8993.526002,9219.389701,9509.738189,9775.850878,9936.584528,10046.94,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,2033.551874,2025.698137,2048.482722,2039.448939,2107.531687,2272.866003,2330.619486,2471.015388,2419.687232,2061.286958,2041.929899,1959.357646,1804.708067,1684.988052,1691.933501,1681.129782,1614.048826,1574.046457,1563.01306,1491.122328,1438.937211,1385.001572,1334.504425,1299.903663,1346.996016,1405.062026,1412.812356,1438.848732,1421.707735,1356.585835,1326.127567,1275.368187,1231.719195,1221.157217,1216.187076,1208.264381,1202.889001,1206.150737,1217.20787,1213.112645,1132.548401,1223.631935,1299.811673,1379.140682,1463.710527,1529.507454,1600.765257,1667.942705,1727.283689,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8619.096009,9254.140712,9876.269292,10108.71919,10056.23549,10446.56143,11177.44287,11805.16369,12466.9291,12981.25442,13523.13099,14195.04031,14917.65129,15201.91579,14103.40249,13949.3265,13969.80489,13677.42072,13654.24544,13663.16545,14111.25125,14707.23695,15396.80108,15971.14767,16509.91192,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cuba,CUB,2400.017709,2472.021473,2514.173972,2500.20812,2700.775314,2815.261493,3031.282286,3205.339382,3218.110002,3043.829242,3624.916695,3931.740492,4127.486575,4432.427704,4473.649377,4440.10355,4290.161731,4401.694538,4386.713789,4219.999652,3741.73673,3289.055344,2785.97186,2793.21945,2848.76773,3057.741685,3128.42705,3119.508198,3298.826762,3480.830892,3579.395475,3619.05531,3746.437815,3955.166666,4393.830048,4924.129609,5286.480195,5511.046965,5596.139681,5730.354775,5885.254625,6051.685746,6203.843263,6255.426161,6522.736799,6550.274373,6666.331728,6816.896809,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cyprus,CYP,..,..,..,..,7359.998492,8923.620775,10382.45214,11148.50555,12157.93022,12718.48863,12823.9028,13436.1815,14069.70346,15104.91781,15650.99633,16045.62155,16993.48029,18268.12482,19440.84903,20440.10274,20065.07938,21374.89467,21010.95982,21795.13108,23193.4164,23111.678,23388.15737,24514.94783,25453.76929,26686.78966,27444.18888,28141.56551,28530.93496,29566.82945,30558.42754,31469.46186,32377.07152,32725.63025,31216.76455,31023.63833,30363.51005,28873.62583,27044.30911,26834.01157,27897.95817,29643.83882,30650.24479,31506.92352,32093.02658,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14059.66919,12456.51456,12380.75234,12375.54585,12730.98929,13566.92304,14162.08127,14103.86533,14066.89699,14276.18317,14889.06992,15399.8927,15671.85085,16238.12794,17014.69462,18112.86754,19286.25598,20242.09928,20614.19769,19542.46928,19960.06849,20269.48743,20082.25119,20066.37559,20498.70575,21560.82623,22065.46864,23144.40872,23800.97486,24265.9892,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Denmark,DNK,31241.8588,32284.27937,33403.12798,32874.79324,32302.67137,34130.58204,34660.80545,35322.58081,36599.24145,36378.20799,36146.14989,37505.53047,38505.6323,40130.84377,41720.67164,43708.23863,43763.90557,43736.69485,43992.48053,44569.01306,45073.01737,45803.38994,45655.92138,47928.37509,49122.86915,50262.22777,51685.98804,52640.94556,54013.79208,55850.63076,56108.95908,56190.81124,56256.75574,57608.73722,58792.66044,60892.77158,61174.54161,60504.77696,57229.03987,58041.39844,58575.6078,58487.79354,58788.08416,59437.94732,60402.12964,61877.97648,63215.99807,64271.87827,65820.2381,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1343.26873,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominica,DMA,..,..,..,..,..,..,2618.867757,2861.895037,2315.555375,2612.935611,2896.091324,3027.936098,3127.019576,3286.1329,3362.421022,3633.413979,3899.745485,4242.009286,4262.936255,4513.330301,4577.025898,4658.685052,4740.127372,4727.5892,4867.07516,5029.654435,5164.100867,5390.597177,5436.834471,5578.808446,5574.424445,5403.079753,5724.799477,5875.808285,5897.02359,6160.493556,6544.79032,7007.660419,6923.341809,6967.266654,6947.966251,6869.640636,6796.064221,7091.459433,6891.120222,7055.001625,6561.407407,6696.543742,6917.049729,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,1831.839875,1967.706825,2162.787412,2233.281361,2289.693183,2383.005497,2440.778216,2433.582024,2484.561187,2621.47947,2672.893399,2659.225708,2723.103005,2699.695274,2588.245367,2625.492737,2834.000242,2838.784612,2906.766189,2695.979041,2670.183307,2914.509193,3071.876588,3095.460566,3214.743013,3349.717296,3587.956385,3768.265083,3930.446262,4051.499058,4089.699378,4211.636989,4096.116387,4143.281938,4472.712437,4818.735123,5109.482859,5207.002623,5191.140357,5555.389722,5660.517067,5745.422745,5955.175904,6301.69627,6661.865043,7026.178157,7273.353765,7697.721923,8002.441678,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ecuador,ECU,2568.91864,2621.465487,2903.424654,3139.42257,3388.720658,3541.439666,3502.78916,3605.69079,3643.400914,3681.513472,3789.276257,3716.575461,3611.633549,3614.717412,3664.692634,3699.301137,3600.640256,3721.586722,3670.123146,3716.265702,3786.351822,3778.496069,3766.815871,3840.83194,3842.596475,3826.312622,3908.982803,3954.935436,3693.713265,3663.663784,3741.870191,3827.360221,3865.052877,4112.674443,4258.421612,4372.091869,4393.724105,4596.145182,4547.509301,4633.590358,4921.848409,5122.18009,5295.682696,5412.131646,5330.539154,5176.058803,5205.76302,5180.598998,5097.068642,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,742.8812667,748.8129773,758.3955113,753.6410288,803.0987843,889.5882518,947.8739012,1006.061172,1027.13555,1102.788625,1154.737284,1237.391081,1267.339718,1354.887495,1395.816182,1423.220106,1438.279003,1476.846093,1510.223986,1557.550271,1539.693999,1574.501167,1587.331515,1617.573833,1659.045127,1707.095739,1765.038316,1826.629581,1899.463366,1981.8307,2013.252588,2022.952293,2049.113151,2094.258132,2148.755341,2255.49246,2373.416353,2498.427992,2566.886741,2645.969047,2636.339378,2635.997718,2633.204683,2649.447691,2704.919766,2762.58898,2818.547371,2908.58393,3010.15292,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,El Salvador,SLV,2584.484085,2673.623705,2735.033911,2812.865223,2829.297498,2907.213023,3039.241548,3137.22186,2949.800111,2557.217446,2253.046016,2079.382889,2081.563802,2080.768897,2065.706264,2042.507267,2066.907199,2078.746612,2071.577343,2143.037131,2145.698733,2264.859094,2364.287486,2443.374323,2528.750307,2521.944367,2575.50127,2620.383518,2655.433777,2665.68324,2671.343809,2697.585198,2725.12836,2735.838513,2796.759119,2905.126477,2946.378573,3009.333658,2934.151223,2983.229771,3083.739498,3156.624325,3212.701442,3252.594494,3314.700654,3382.522398,3441.313278,3507.060859,3572.357586,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,660.1251562,660.0613719,626.5855923,607.6135259,570.5414239,606.5470158,565.2726529,568.8365289,566.2284795,543.2326377,517.6788841,496.2111129,647.0751518,694.597399,782.5354506,886.6696831,1422.369273,3418.959969,4064.859353,4903.679648,5563.386052,8722.732949,9997.550878,10923.52864,14437.56814,16122.87358,16591.25221,18261.03607,20532.95226,19868.07076,17288.8596,17610.30663,18254.09645,16764.42871,16146.07243,14093.81249,12358.30404,11225.37253,10134.6283,9237.716186,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,392.250048,448.7974906,548.9914363,568.3235372,623.1368932,672.8124429,681.2463726,671.906258,635.1779602,666.8482966,657.450441,610.4856249,592.2885247,584.570025,560.7436676,553.8772072,488.8837133,498.5343491,501.3556333,537.4913683,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6742.526095,6775.139432,7209.402612,7677.699328,8778.96467,9247.522909,9183.132799,10062.43716,10732.27385,11535.16241,12486.11263,13411.03955,14768.05675,16299.15478,17613.75324,16762.28453,14370.5137,14790.82092,15940.15839,16497.20913,16778.90063,17325.51861,17633.59174,18190.42198,19167.52114,19932.86075,20856.01846,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,1354.325891,1386.982862,1468.625842,1507.516088,1665.599942,1580.225938,1546.215575,1516.764075,1512.928521,1644.715917,1821.923074,1780.563622,1740.340256,1784.304323,1788.814012,1940.165912,2149.194062,2215.98845,2424.578133,2848.860749,2820.656423,2838.689997,2858.569942,2862.970072,2938.889105,2991.551589,3027.00978,3053.563179,3098.796949,3117.816341,3125.293914,3244.738488,3358.306225,3468.194551,3660.929959,3859.65209,4005.481514,4010.342116,4044.133013,4168.505177,4233.57521,4431.823746,4571.012748,4578.288557,4640.921784,4650.138835,4698.951904,4761.966627,4818.192165,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,228.6428095,224.4334075,235.6080119,221.7376625,190.8334276,202.7207022,223.5528161,217.5104515,209.6289014,208.0793816,186.5202695,164.3366023,179.4042089,178.8016898,183.5479031,199.9229923,200.0265547,187.5167341,191.5718802,197.4323051,207.7527052,204.9382059,194.8730701,215.1545622,233.9441905,252.2122882,273.4921198,294.8054278,312.0338494,341.5541149,369.2024078,389.9389667,419.1838603,449.4203771,482.6390663,514.0573068,548.4194805,570.6518252,602.6340693,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48530.23385,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fiji,FJI,2310.414501,2432.077462,2659.186407,2673.93975,2635.853796,2657.595478,2763.981894,2764.261549,3041.29017,2927.888838,3038.078575,2782.676852,2605.357209,2763.608813,2594.289673,2768.645312,2574.236749,2594.716825,2781.32637,2926.572538,2821.11619,2956.745625,2977.751027,3086.098158,3123.207406,3235.728509,3131.20993,3142.497964,3392.976318,3315.954492,3370.143653,3472.305742,3503.509182,3681.147908,3690.023765,3729.934347,3661.408756,3659.092104,3573.39255,3652.527437,3735.558315,3781.184542,3957.728169,4175.409262,4352.466257,4439.594431,4650.30173,4794.684026,4738.62929,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Finland,FIN,18674.42495,19999.59081,21275.16048,21849.04895,22144.8906,22154.26922,22145.29549,22726.52661,24282.95159,25512.08532,25737.78335,26389.46506,27050.21594,27777.19587,28643.2682,29337.13127,30299.82232,31788.07072,33284.79402,33359.65483,31224.98739,30027.03042,29684.27546,30727.94053,31901.70984,32963.29326,34947.04164,36756.45669,38277.28255,40403.202,41363.44667,41967.7371,42706.72121,44282.85025,45358.34306,47004.37073,49285.17005,49440.85519,45231.9411,46459.97325,47423.27263,46538.54824,45906.9198,45550.63234,45647.66859,46796.33735,48213.38273,48880.18534,49397.23486,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,France,FRA,20880.89334,21648.55225,22842.67363,23654.18456,23279.80603,24164.72538,24888.17633,25772.30346,26577.74794,26877.72338,27033.33437,27567.07914,27757.28985,28020.46189,28315.83052,28814.17425,29383.96013,30604.40403,31761.24753,32524.05875,32683.3477,33041.3621,32691.68432,33338.33905,33917.9262,34275.6054,34952.52162,36073.63658,37116.41079,38309.44274,38786.08581,38942.28122,38985.53585,39794.63551,40152.69286,40850.35553,41582.7997,41456.48342,40058.67976,40638.334,41329.03536,41258.27473,41282.9908,41480.76961,41793.54471,42140.03688,43015.21064,43720.02634,44317.39231,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gabon,GAB,7795.673933,8522.097018,9220.784665,12622.25498,14747.23176,19581.67116,16741.91687,12424.91916,12189.53325,12198.84601,12504.20053,11811.8052,12153.95984,12724.89357,12097.564,11676.49832,9410.744668,10328.80106,10905.05745,11159.84814,11522.88104,10868.35119,10998.88745,11110.78618,11365.73513,11481.34582,11838.28324,11949.28247,10618.79269,10170.25645,10142.65092,9879.34623,9859.247704,9679.071757,9675.426533,9143.470971,9413.582836,8826.626396,8554.28311,8849.3553,9136.614569,9258.881973,9418.219737,9476.599738,9521.288559,9429.046318,9212.319727,9051.281301,9177.516603,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,721.426023,702.1542839,744.4206783,764.3551519,832.4713875,865.108921,865.4601011,889.6183227,849.0077778,873.2475777,874.3572813,841.3980414,903.5411583,902.6183562,859.639278,854.814654,833.7703156,828.7897687,837.2120625,830.7536242,824.5695839,823.5562667,821.663307,797.8497483,780.3783105,773.3919099,786.6661641,789.47411,814.3439655,832.6815369,853.5315913,799.8071403,827.8342323,858.6002969,812.7663386,784.0232253,784.0369193,808.7052436,837.3348983,860.6378737,767.1553536,783.2666928,781.6818048,747.7087319,754.9924337,747.0027351,760.1247057,791.4500447,815.2155452,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Georgia,GEO,2533.346963,2579.009653,2722.120872,2936.285122,3129.826818,3296.811115,3500.237349,3738.385048,3984.470821,4131.836353,4313.94415,4363.190901,4511.070517,4715.446209,4905.274745,4464.425687,4484.485444,4686.985978,4338.33763,3697.775254,2897.092455,1583.982209,1111.301484,1011.173299,1077.190448,1242.110425,1417.514108,1498.139037,1573.159648,1633.53909,1738.802896,1850.511645,2069.081393,2202.571792,2429.172472,2673.148274,3025.141816,3107.733714,3020.998723,3233.295943,3500.527489,3751.003471,3898.554685,4069.424495,4185.813871,4304.896176,4512.761095,4734.377393,4978.499498,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Germany,DEU,20260.6727,21031.07992,21966.54597,22153.42863,22043.45142,23233.84456,24065.95009,24811.55693,25829.90544,26139.52694,26237.87496,26159.14617,26640.22181,27487.11104,28189.92448,28821.52961,29180.78988,30144.5916,31077.92242,32430.32143,33839.49026,34228.99847,33672.54302,34358.572,34786.72855,34965.68445,35540.28753,36250.55496,36910.83273,37934.45178,38507.47378,38366.67955,38076.98151,38532.78405,38836.77578,40364.46321,41621.51184,42101.00404,39804.57228,41531.9342,43969.70745,44070.90857,44143.12781,44930.79213,45208.06245,45844.63812,46862.04197,47313.84582,47446.72985,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ghana,GHA,1103.296459,1045.964541,1046.219211,1088.608347,930.6672268,879.043712,882.0585401,939.2204232,897.3768389,881.1572009,828.39812,749.3490081,693.9490537,731.3451704,745.8589972,761.9160746,775.6373242,796.0867715,812.8899623,816.0776263,834.6563381,842.3339929,858.3241846,862.2947876,873.8857269,890.6316259,904.8695972,924.2721637,941.5914363,952.8033051,966.9375746,986.0223011,1012.104892,1042.554777,1076.618125,1116.630033,1135.49113,1207.834456,1234.540273,1299.344949,1446.371631,1543.763984,1618.59785,1627.760281,1625.905826,1644.598009,1739.467492,1808.32722,1884.28486,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greece,GRC,14379.90075,15738.28249,16934.80237,15786.26949,16634.47474,17500.31286,17782.12079,18825.09058,19202.05503,19143.12402,18677.47506,18352.43986,18049.18365,18320.58414,18707.56894,18742.31604,18257.80403,18971.64347,19590.06771,19383.93457,19746.3821,19733.29037,19303.66693,19591.39943,19909.52953,20389.31805,21198.79064,21902.73878,22489.31589,23275.44422,24111.41745,24965.59402,26349.27726,27614.40591,27698.51061,29176.39283,30054.88934,29874.74343,28514.81,26917.75895,24495.71111,22830.52672,22251.25731,22565.68044,22615.39456,22666.2862,23052.98621,23546.63947,24024.234,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greenland,GRL,17401.31882,18055.46181,19008.82791,19890.55506,19978.73473,21126.71501,23130.19933,24621.56044,25610.10316,27499.38348,27248.09862,25790.9724,26375.33672,24724.46102,25387.61404,27036.99071,28211.92116,29412.24234,31087.32042,27295.95234,27314.10719,26011.62756,24748.53368,26073.0271,26899.80186,27262.4139,27613.4807,29702.68897,30111.9577,32193.00252,32514.75985,32051.66566,33379.58347,35593.4255,37352.89254,39539.91571,40626.78143,43305.70276,43684.5872,43988.33249,43781.46256,44454.37355,44131.25176,46378.38303,45351.13947,47413.62248,47647.64989,49311.76706,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Grenada,GRD,..,..,..,..,..,..,2944.47474,3140.948871,3335.663327,3301.726022,3294.107051,3337.329595,3354.211973,3387.196674,3536.979361,3782.168023,4157.577796,4338.340864,4557.348096,4769.396891,4829.012381,4753.170666,4609.540854,4634.668034,4689.185099,4862.730438,5078.162879,5649.77068,6015.27929,6284.699968,6132.694756,6319.92925,6893.368064,6826.290017,7709.362197,7382.162614,7815.065205,7869.216937,7325.671099,7257.756622,7274.723136,7147.189187,7266.28734,7747.500731,8194.238168,8449.307769,8775.898644,9091.761531,9220.386139,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27723.46039,27882.70979,29603.77348,30592.1608,29375.27625,29578.38562,30054.01387,30112.62717,30700.43401,30690.43665,31252.66362,31741.52113,32169.56444,32151.91208,32027.5816,31847.64968,31477.26691,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guatemala,GTM,1986.609859,2082.29655,2172.408279,2258.533745,2251.180079,2363.952088,2491.852043,2556.852543,2614.159951,2645.622543,2594.638609,2437.055511,2310.761399,2259.480407,2184.707386,2128.206631,2143.457804,2166.089114,2190.212578,2197.253008,2217.195,2264.254452,2293.913069,2327.741845,2383.735428,2395.975296,2442.263422,2504.361694,2539.807269,2568.190356,2565.710302,2604.378286,2612.687815,2638.350419,2668.357603,2755.50694,2871.903483,2909.509715,2870.311589,2898.942215,2965.153206,2999.422763,3056.152684,3137.260291,3210.86967,3242.636929,3286.741283,3338.547458,3413.234013,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,513.1941455,514.4201649,530.3102101,534.9979729,541.8938072,540.5136464,543.1417874,555.5556029,562.6067774,573.2686627,583.2675757,597.6131827,603.7338749,611.6558422,612.8158142,621.9255795,641.1725371,636.7911643,639.0871775,644.9585504,638.5993375,667.0952954,678.952421,656.1590156,672.4244026,694.6031154,719.7091852,731.4933377,741.0497173,750.4030764,809.9578165,869.0189732,897.1161996,920.8782439,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,464.6284559,484.6945141,481.109009,495.4080478,528.476009,551.4105319,511.0011407,577.772163,587.3282596,489.24423,569.2942793,581.0548711,547.9206811,583.0357126,592.78326,574.6630396,578.2209535,591.6660703,614.1039263,637.2196581,654.7722363,647.1645586,646.1438734,652.4859877,667.1141947,729.7687363,762.3275046,537.7336814,532.7445553,550.3560879,550.5760137,533.2675848,524.2418772,526.3373447,535.9633106,535.3440218,539.5112928,543.1753331,547.4806703,558.1761345,587.7131719,562.5349,565.5992064,556.1470731,575.0521499,595.5587939,615.0388506,622.6866997,635.5257101,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guyana,GUY,2996.258104,2863.692411,2867.687237,3055.381933,3279.044734,3292.971978,3171.081819,3082.669045,3002.187848,3038.978172,3078.216136,2673.857615,2499.591302,2385.312437,2457.718979,2454.666129,2499.625741,2429.137718,2325.361611,2260.933308,2394.14524,2565.654114,2755.003389,2971.348921,3111.032645,3360.720986,3581.735689,3541.179315,3665.963206,3630.295611,3720.5677,3764.814556,3739.235175,3794.667621,3718.511077,3908.313349,4188.635629,4260.195805,4408.734296,4580.662462,4802.078866,5032.891754,5190.064547,5249.279222,5257.456233,5429.798843,5604.564863,5825.036918,6107.34742,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Haiti,HTI,1417.229563,1407.365828,1449.924141,1507.648049,1497.382874,1593.389446,1620.33195,1686.097187,1775.408015,1864.79251,1770.742789,1668.094868,1643.915515,1610.782206,1584.044696,1541.794911,1497.158267,1469.198073,1397.540127,1383.92699,1382.319391,1283.725011,1191.089687,1029.208849,1110.311245,1135.351946,1145.23512,1149.615009,1160.280155,1150.359385,1127.201601,1118.736391,1137.356452,1105.081761,1126.603119,1127.919692,1171.867636,1182.080526,1237.276842,1172.098543,1225.631076,1214.303876,1233.743048,1257.773795,1260.600204,1265.229492,1277.374405,1282.23862,1245.012496,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Honduras,HND,1322.469755,1357.914583,1421.919313,1363.030448,1350.567759,1447.450959,1549.298151,1591.755569,1629.885358,1589.895439,1522.999418,1446.50704,1415.911963,1460.738369,1497.40428,1531.055128,1585.264585,1566.452533,1563.167871,1561.216284,1466.975501,1512.731584,1566.277605,1525.880659,1574.895823,1559.081446,1584.673368,1595.46161,1539.96832,1607.679685,1608.068654,1625.737607,1657.313458,1717.902237,1778.850071,1852.139541,1922.874655,1960.939225,1873.394109,1904.346465,1939.338627,1982.009738,2000.792449,2025.814195,2067.290034,2111.193164,2176.295165,2219.436469,2241.238665,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,6086.228126,6604.2495,7208.930678,7153.335108,7053.512515,8091.359073,8910.544597,9473.440013,10006.1627,10727.3217,11448.73198,11604.878,12113.04699,13190.87383,13148.72019,14421.66191,16190.13201,17421.12951,17634.17422,18250.92134,19132.27083,20155.2034,21040.51839,21813.70518,21893.68061,21835.02939,22758.3054,21241.44473,21566.92752,23015.92103,22975.05692,23252.49259,24010.50676,25896.65181,27688.72872,29446.25015,31081.56693,31553.61833,30711.48344,32549.99823,33888.48261,34086.2992,35002.51715,35717.69094,36260.58855,36818.4864,37929.42684,38698.98952,37928.35333,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8869.922775,8601.498018,8561.701879,8826.101643,8970.048088,8992.874411,9294.237284,9679.207724,10004.75853,10480.07903,10932.09437,11483.06763,11986.38014,12592.3192,13152.82192,13704.33722,13758.82454,13928.80032,13015.77979,13191.62126,13485.31515,13367.99312,13654.28619,14270.10814,14850.4252,15213.05282,15912.01463,16793.38415,17572.31065,..
