Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chad,TCD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2091978807,2121219308,2234919126,2199172623,2143952726,2156949963,2117971885,2134220994,2124462933,2270653818,2312880179,2260895274,2286886890,2095225575,2199187580,2397340259,2468799345,2523967749,2512114333,1973489696,1854139537,1873476694,1973644168,2283086267,2329864396,2837606468,2721784806,2656766579,3068096721,3217965118,3083503335,3346684574,3614467644,3046640667,3355475208,3396967314,3472192239,3668488889,3923506826,3896715151,3862436487,4312724534,4678927023,5367743079,7172881359,8416123440,8470681971,8747800297,9014843655,9395062315,10668102735,10676943370,11625330987,12287975012,13135843450,13499400995,12654942309,12276724557,12568178638,12976290262,..
Channel Islands,CHI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29375692257,30916527184,32161438540,34039711621,34910182119,35241923981,39201792005,40619328747,42078380450,43735420036,44535326423,48731750486,48234712071,45808868608,46900104265,40844315409,42409708110,46839269115,50446409757,54693142234,59061276084,62915243091,55985566287,53176534993,55358731549,57578570294,60674968648,64594855902,69339419416,76220235503,78761086957,84907911074,94389329346,1.00608E+11,1.05669E+11,1.15109E+11,1.2294E+11,1.32072E+11,1.37783E+11,1.37215E+11,1.44525E+11,1.49298E+11,1.53937E+11,1.60235E+11,1.71787E+11,1.81652E+11,1.93128E+11,2.02601E+11,2.09752E+11,2.06471E+11,2.18538E+11,2.31892E+11,2.44226E+11,2.54105E+11,2.58594E+11,2.64551E+11,2.69078E+11,2.72276E+11,2.83029E+11,2.86014E+11,..
China,CHN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.28049E+11,93129959292,87933307573,96990438248,1.14623E+11,1.34052E+11,1.48328E+11,1.3977E+11,1.34039E+11,1.56746E+11,1.86998E+11,2.002E+11,2.07827E+11,2.23955E+11,2.29128E+11,2.49108E+11,2.45197E+11,2.63758E+11,2.93631E+11,3.15922E+11,3.40672E+11,3.5809E+11,3.90379E+11,4.32423E+11,4.98115E+11,5.65015E+11,6.15584E+11,6.87345E+11,7.64483E+11,7.9664E+11,8.2787E+11,9.04554E+11,1.03322E+12,1.17667E+12,1.33007E+12,1.47577E+12,1.6222E+12,1.77204E+12,1.91108E+12,2.0575E+12,2.23218E+12,2.41825E+12,2.63912E+12,2.90404E+12,3.19774E+12,3.56211E+12,4.01524E+12,4.58665E+12,5.02929E+12,5.50198E+12,6.08716E+12,6.66854E+12,7.19293E+12,7.75155E+12,8.32716E+12,8.9135E+12,9.52397E+12,1.01856E+13,1.08731E+13,1.15375E+13,..
Colombia,COL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,37566131248,39477953180,41614456428,42982201911,45632889083,47275678288,49751380685,51808532697,54882394077,58231601674,61846501274,65533002958,70558825648,75302463720,79629160442,81479149121,85331783730,88880310612,96408384786,1.01594E+11,1.05747E+11,1.08155E+11,1.0918E+11,1.10899E+11,1.14615E+11,1.18176E+11,1.25058E+11,1.31773E+11,1.37128E+11,1.4181E+11,1.47882E+11,1.50842E+11,1.56944E+11,1.65396E+11,1.75013E+11,1.84118E+11,1.87903E+11,1.94349E+11,1.95456E+11,1.87239E+11,1.92716E+11,1.95949E+11,2.00856E+11,2.08726E+11,2.19857E+11,2.30474E+11,2.45954E+11,2.62527E+11,2.71147E+11,2.74237E+11,2.86563E+11,3.06473E+11,3.18464E+11,3.34814E+11,3.49878E+11,3.6022E+11,3.67739E+11,3.72738E+11,3.82113E+11,3.94571E+11,..
Comoros,COM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,431970934.1,448666303.8,477306096.3,500318941.4,520883550.8,532759491.4,542709372.5,551597780.8,566421305.9,548407655.4,576328385.7,545231797.2,591745422.5,609533652.7,577369884.6,598214129.3,590487063.6,614284599.7,622162896.7,634135853.7,702926141.3,719324755.2,736048659.1,751534178.1,765961077.6,787695589.9,808545541.4,815014248.2,847614589.8,874739215.5,907978723.5,945204461.6,975453583.9,1019347768,1040754137,1052370416,1087316270,1128805020,1167531658,1190720115,..
"Congo, Dem. Rep.",COD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15841902488,14122838070,17116978250,18009455807,17569984822,17745218854,18947543549,18760770287,19573617893,21399608887,21347167739,22629069018,22663269578,24507442349,25274668878,24015578137,22740590594,22913599552,21688800856,21782081843,22260179573,22783410453,22679135884,22999298082,24273706213,24387270979,25537669680,26220966411,26344304943,26010772703,24302304337,22255794774,19918934416,17236043073,16563837944,16679784616,16509121623,15581796569,15328724189,14674166079,13660045127,13373160544,13767369914,14535289345,15514731493,16466583722,17342767277,18428333938,19575662525,20134560220,21565720044,23048292323,24681701508,26775192727,29310880617,31338076170,32089995419,33285972750,35223589533,36767977989,..
"Congo, Rep.",COG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1592525013,1725512425,1815278909,1742135869,1808629646,1875123331,1900605929,1940827921,2088938831,2246622905,2389473753,2574730509,2796609220,3026803409,3265482622,3517956573,3550191143,3232327336,3437895177,3775263557,4441091896,5223599963,6456249409,6834195851,7310958310,7224275139,6728579591,6741321949,6860391453,7038753159,7109140942,7279430990,7469565946,7396387863,6990098675,7268676782,7580538019,7533173896,7814730246,7612938331,8189693047,8501114470,8890624489,8962928744,9274536759,9993847476,10791979957,10078198964,10713768080,11960560219,13148395202,13438438197,14775180225,14669916751,15543540728,15040667104,13507965168,12882129314,12082921107,11654686638,..
Costa Rica,CRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3873980069,3946782868,4161582239,4448686611,4611466204,4989169616,5336880763,5638421246,6116181839,6452070310,6936177813,7406347002,8012041403,8629682930,9108190218,9299468683,9812572857,10686330898,11356116652,11917009330,12006612775,11735064556,10880098349,11191594771,12089620412,12176859322,12851000798,13463291008,13925370998,14714379114,15237190327,15582412490,17015458557,18221432117,19039076427,19823771275,20069153159,21185990604,22660895766,23554495012,24457378062,25311055389,26144232855,27256794629,28438805919,29539636072,31677635985,34265032395,35858218735,35510197398,37268614024,38873811118,40738556706,41662925720,43127518615,44693794269,46591488249,48390012159,49677368087,50712542521,..
Cote d'Ivoire,CIV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4293692788,4720166192,4778082371,5470443510,6433957530,6233883695,6955602833,7275432009,8188371307,8969477960,9900064154,10836277350,11295369786,11966224110,12484048202,13514342514,15259908704,16376088493,18162630277,18597517652,16559657969,17139328615,17173748218,16503930744,16058116428,16780928086,17327877059,17267407462,17463648779,17978478008,17781450356,17788727444,17745223224,17711066313,17854739667,19127022837,20605413058,21376787646,22430808560,22793633044,22322169525,22349262370,21976556653,21677777466,21944798441,22322522707,22660896962,23060870129,23647271500,24416151588,24908781285,23815969586,26365827347,28709596819,31234340982,33996350011,36437018631,39118651332,41814037631,44419766992,..
Croatia,HRV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39820482133,42172016877,44788091136,45814080062,45379738093,46678391315,48059002802,50787868294,53650170223,55879107778,58286655437,61197075794,64298314188,65515772483,60717700435,59918313669,59799454152,58369186194,58108222129,57909810142,59318112198,61393139837,63504583355,65287544198,67154066753,..
Cuba,CUB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,19601031350,21283556246,22310846643,23077110112,23304302373,25512717358,26897537569,29240179372,31168861185,31508035528,29980071319,35882647994,39082746854,41197698258,44464558940,45174513258,45217566099,44131362144,45766667380,46077918811,44719281449,39937584136,35312571037,30058702910,30274202862,31018100930,33449532210,34380574866,34435290194,36566406042,38729221264,39962758543,40532156423,42069435823,44497068633,49481477379,55451844706,59478833619,61927474920,62826231727,64328000000,66130664082,68124437665,69996226460,70729490571,73868565770,74248073998,75591262047,77290916753,..,..
Curacao,CUW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3693173453,4441642776,5168384409,5570350512,6122125447,6474346304,6637305500,7036984722,7429801995,8080496207,8475029729,8788940617,9409901315,10223554577,11036063964,11853174085,11940828450,13063266207,13154709134,13930836802,15095798754,15284282116,15687923903,16646588890,17478578815,18521230280,19253293119,19970084847,20493957311,21524054090,22568617261,23632463211,24837262362,25743030624,25224241018,25732432719,25835732467,24945220734,23310540899,22884119051,23620660215,25141372133,26437353838,27822868885,28678431658,..
Czech Republic,CZE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45284E+11,1.28409E+11,1.27759E+11,1.27838E+11,1.31557E+11,1.40109E+11,1.46085E+11,1.45328E+11,1.4481E+11,1.46814E+11,1.52688E+11,1.57335E+11,1.59805E+11,1.65531E+11,1.73501E+11,1.84954E+11,1.9747E+11,2.0847E+11,2.1407E+11,2.041E+11,2.0907E+11,2.1275E+11,2.1108E+11,2.10983E+11,2.15756E+11,2.27382E+11,2.33151E+11,2.45202E+11,2.53003E+11,2.58911E+11,..
Denmark,DNK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,94053807786,1.00053E+11,1.05723E+11,1.06397E+11,1.1626E+11,1.21555E+11,1.24887E+11,1.31794E+11,1.39113E+11,1.48168E+11,1.50534E+11,1.55057E+11,1.6115E+11,1.67746E+11,1.65863E+11,1.63447E+11,1.73131E+11,1.76369E+11,1.80295E+11,1.87271E+11,1.86367E+11,1.85125E+11,1.91946E+11,1.96929E+11,2.05134E+11,2.13347E+11,2.2381E+11,2.24379E+11,2.24348E+11,2.25796E+11,2.29127E+11,2.3232E+11,2.36866E+11,2.36892E+11,2.49524E+11,2.57078E+11,2.64534E+11,2.7316E+11,2.79219E+11,2.87451E+11,2.98221E+11,3.00676E+11,3.02078E+11,3.03256E+11,3.11348E+11,3.18623E+11,3.31091E+11,3.34101E+11,3.3239E+11,3.16081E+11,3.21995E+11,3.263E+11,3.27039E+11,3.30091E+11,3.35437E+11,3.43294E+11,3.54438E+11,3.64439E+11,3.72368E+11,3.82979E+11,..
Djibouti,DJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1128611700,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192329648.1,212593010.9,173562453.1,196790632.6,218101741.6,227104291.1,232909799.1,242684200.8,246132581.2,263542416.1,280165515.1,302064997.2,301487640.8,317824206.4,322103620.5,328642278.3,335747961.9,335862119.5,346039309.7,356783567,364580357.1,378339062.9,379681335.3,388564008.3,388319981.3,377334880.7,401308443.3,413551138.7,416264998.2,435657783.3,463338430.7,496331564.5,490525690.5,493825925.9,492721974.7,487504047.8,482629296.7,504096393.8,490530610.8,503071000.9,468865050.5,479639945.6,496699506.9,..
Dominican Republic,DOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4360946099,4260066567,4986290379,5310543987,5669795125,4962100714,5630165444,5817511580,5831407316,6466531886,7645166146,8476307789,9357349128,10564050763,11198094832,11779640268,12572188912,13198508201,13481046644,14091926686,15214875475,15866051982,16135569976,16882315498,17093833349,16731010757,17320275819,19072631751,19483830698,20341224230,19231750316,19413324750,21591680864,23181803016,23784612020,25136869662,26639507771,29006499712,30954134671,32792825481,34321549050,35165693165,36746427437,36251928490,37183651730,40689414522,44422406021,47716750201,49248221333,49714185925,53860175557,55547842688,57057281934,59838941447,64057864286,68495164572,73056394750,76465720940,81804960997,85937885078,..
Ecuador,ECU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10168767411,10689857241,11215707027,11451951118,12300225236,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,83181798259,86333447252,86418807383,85358980970,87380611574,88507202750,88554747783,..
"Egypt, Arab Rep.",EGY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15409781351,16205097756,16833145235,18603671041,20744502899,21763896545,22862190628,23046291648,22675985597,23873168228,25209711142,26232556431,27034139575,27982180936,28418405947,30958769075,35069997463,38227364859,41525915350,43414385095,47760742037,51270465907,56349918706,59220612819,64992113221,68756135222,72018287623,74778570424,78862467819,82743186239,87432266723,88416233470,92370967094,95050455603,98826973867,1.03415E+11,1.08574E+11,1.14537E+11,1.20923E+11,1.28243E+11,1.36413E+11,1.41235E+11,1.44611E+11,1.49229E+11,1.55335E+11,1.62282E+11,1.73388E+11,1.85677E+11,1.98965E+11,2.08264E+11,2.18984E+11,2.22848E+11,2.27809E+11,2.32788E+11,2.39575E+11,2.5005E+11,2.60918E+11,2.71828E+11,2.86273E+11,3.02183E+11,..
El Salvador,SLV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,7547385272,8087863927,8527588864,8803600683,9110443038,9381687811,9743657486,10339729015,10842412881,11420964152,11754859681,12348393129,13185621806,13887461579,13306928823,11740527961,10513532819,9850571148,10001778768,10135498124,10197993146,10217307633,10474128705,10670775938,10773449271,11293974979,11462747482,12267208404,12981066065,13589850071,14233323978,14349707090,14799561738,15192367848,15520601489,15695372316,15833070782,16083369824,16334629226,16480135825,16926330190,17661423002,17990027755,18452523787,18067581907,18447920000,19151773848,19690779481,20131012123,20475498674,20965892661,21499796065,21983529061,22517939968,23054399018,..
Equatorial Guinea,GNQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164984420.2,174503065.1,178345057.1,187270134.4,189164150.2,213576122.1,208598610.2,217853582.7,223638166.5,220889255.2,217004776.1,214786468.9,289414714.9,321346456.9,374911169.3,440469125.2,733733456.4,1834135265,2270191430,2852813709,3372418920,5509853831,6582227537,7500793867,10351000040,12084658046,13015770992,15004855942,17675586627,17913032731,16314442183,17378783932,18823459968,18045449003,18120349581,16469578278,15017551540,14166431363,13265964945,12526213821,..
Eritrea,ERI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,885542139.3,1004689731,1217899072,1252711244,1368697753,1476943746,1503123796,1503326421,1456092119,1583579321,1631172676,1587856627,1610908106,1652380122,1636364975,1659712991,1497342771,1555387286,1589515447,1727482208,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10074197030,9908736271,10357272912,10868505102,12286468319,12818509365,12766795274,14057073775,14897630321,15911026263,17114964310,18273211940,20007394086,21951864649,23614406696,22412683023,19177666092,19693608289,21159587907,21820792522,22114540699,22775173863,23195350012,23934775342,25250985667,26350783451,27667385533,..
Eswatini,SWZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,528635780.5,601289545.9,633905260.4,691075107.6,730766915.9,832405224,814762913.3,822988701.9,833910821.4,859819972.4,966859409.3,1108421560,1121418555,1134901986,1204831867,1250524100,1403894353,1608955449,1714660951,1936042611,2342960057,2384204972,2461124357,2537569689,2598488897,2723882917,2828535959,2916299925,2992241524,3080538837,3134761673,3167826039,3306579959,3434882324,3559359513,3772877536,3998954653,4176323311,4210638653,4276537205,4438778547,4538528100,4783214188,4967954924,5013322114,5123781850,5180180259,5285160251,5410503624,5531910971,..
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8227603582,8302969571,8986719590,8730775888,7757787405,8507314752,9686371612,9735159432,9700011206,9964477334,9253264787,8450777235,9561448857,9866455689,10471023888,11772171512,12141100402,11721244258,12326311978,13074915712,14160304516,14374794289,14064103275,15972968197,17860775923,19795942246,22063798449,24444156129,26595865977,29933790334,33279878090,36157859259,39984181569,44085556179,48667131303,53258136694,58351845888,62329193946,67542461143,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2320424601,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947700.1,722498582.8,748552619.7,796151373.9,834981911.4,812435170.8,812435170.8,920910120,993811405.5,1019614829,1149133556,1228297213,1320238658,1473556237,1511885644,1519901831,1561488826,1653679311,1684493995,1890420350,1860108274,1977852952,1859607286,1785964550,1935860992,1846550532,1989656499,1858040323,1875798634,2015332400,2132221734,2074651668,2201205459,2248091849,2362744524,2421813103,2538060142,2482222835,2514491743,2735766984,2689258989,2743044173,2830821562,2859129759,3010663628,3031738285,3087900748,3061633387,3093253760,3050380096,3140508836,3225464092,3270985530,3425841165,3617795881,3780669707,3873097742,4080449106,4236021827,4217157352,..
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,53974754756,58079356997,59811251790,61776111005,65012367853,68459881274,70084313093,71604321918,73253577092,80281003556,84145519764,86128763491,92791241504,99271622065,1.02485E+11,1.04334E+11,1.04694E+11,1.04944E+11,1.08008E+11,1.15701E+11,1.21936E+11,1.2354E+11,1.2738E+11,1.3135E+11,1.35603E+11,1.40415E+11,1.44285E+11,1.49442E+11,1.57239E+11,1.65238E+11,1.66346E+11,1.56554E+11,1.51396E+11,1.50394E+11,1.56354E+11,1.62947E+11,1.68923E+11,1.79622E+11,1.89424E+11,1.9772E+11,2.09135E+11,2.14594E+11,2.18257E+11,2.22631E+11,2.31518E+11,2.37954E+11,2.47538E+11,2.60655E+11,2.62699E+11,2.41487E+11,2.49181E+11,2.55529E+11,2.51958E+11,2.49686E+11,2.48775E+11,2.50128E+11,2.5716E+11,2.6557E+11,2.696E+11,2.72688E+11,..
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5.94143E+11,6.23732E+11,6.66417E+11,7.07959E+11,7.55053E+11,7.9176E+11,8.33342E+11,8.74352E+11,9.13622E+11,9.78576E+11,1.03835E+12,1.09356E+12,1.1429E+12,1.21541E+12,1.26768E+12,1.25551E+12,1.31021E+12,1.3556E+12,1.40953E+12,1.45957E+12,1.48262E+12,1.49847E+12,1.53601E+12,1.55507E+12,1.57861E+12,1.60422E+12,1.64172E+12,1.68378E+12,1.76364E+12,1.84025E+12,1.89406E+12,1.91391E+12,1.94452E+12,1.9323E+12,1.97787E+12,2.01954E+12,2.04807E+12,2.09592E+12,2.17114E+12,2.24542E+12,2.33352E+12,2.37981E+12,2.40684E+12,2.42665E+12,2.49532E+12,2.53682E+12,2.59896E+12,2.66197E+12,2.66876E+12,2.59208E+12,2.64261E+12,2.70055E+12,2.70901E+12,2.72462E+12,2.75068E+12,2.78129E+12,2.81176E+12,2.87619E+12,2.92775E+12,2.97192E+12,..
French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2187247771,2510235219,2697227952,2861554820,2991883007,3241206661,3387320405,3526713817,3615192045,3907404779,4246541810,4682183108,5213000834,5743811184,8011875373,9549363463,12951356471,11321804992,8599000779,8639794892,8860363426,9311828118,9023392343,9529445903,10245002686,10005991965,9925584040,8223739210,9280107562,10073121521,10596141891,11243831433,10896380665,11326412322,11746934244,12331208870,12778221236,13511482518,13981389395,12732484617,12492736211,12759485289,12727709939,13013743584,13103478950,13454154690,13076553297,13862206745,13403585248,13421054291,14372591916,15391860684,16200099128,17113573956,17852018587,18544480428,18932327518,19021809656,19182154180,19938879843,..
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,289673615.7,289673615.7,317413176.7,325143847.3,345152700.8,344925324.4,345759025.4,377742873.7,399949597.6,449517067.4,482562081.7,499160171.5,530689355.8,523640829.1,556473525.9,574958986.7,570562950.1,632658615.5,655024725.4,649704191,676284049.1,692882308.9,723901450.7,766580666.9,793862348.1,818527962.6,846183475.1,871671379.2,873016768.7,880715451.8,900298561.8,944413183.3,977467632.4,1040025552,1097226959,1160866126,1123137975,1200297549,1284918527,1254700720,1247729842,1285701374,1366133637,1457196339,1543292393,1417815865,1492131666,1534997159,1513393877,1574808518,1605412711,1682835525,1804586830,1913886427,..
Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,7345028481,7898522746,8392180381,8766164037,9185024480,10292014308,10546323407,10845509294,11548597800,12565832179,13493309378,14316072585,15303387712,16440295926,17652002631,18459805274,19432161424,19821103625,20673785074,21795735465,22872805608,21002890645,21272156702,22453943723,20838337138,17756716769,14010049401,7719537296,5457712716,4890110923,5017253646,5579186156,6166063047,6357513306,6539926705,6660152863,6980203397,7362288339,8176463427,8650248302,9479770269,10372742886,11677525383,11959954703,11523354926,12243505583,13149524980,13987019318,14493531997,15135874439,15593311954,16046522019,16823591412,17642889341,18521919919,..
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,1.53848E+12,1.58667E+12,1.6549E+12,1.73397E+12,1.7494E+12,1.73424E+12,1.82007E+12,1.88099E+12,1.93758E+12,2.018E+12,2.04643E+12,2.05726E+12,2.04913E+12,2.08135E+12,2.14011E+12,2.18993E+12,2.24002E+12,2.27143E+12,2.35564E+12,2.44743E+12,2.57604E+12,2.70763E+12,2.7597E+12,2.73274E+12,2.79811E+12,2.84131E+12,2.86421E+12,2.91554E+12,2.97426E+12,3.03039E+12,3.11865E+12,3.17109E+12,3.16481E+12,3.14265E+12,3.17958E+12,3.20285E+12,3.32508E+12,3.42405E+12,3.45692E+12,3.26009E+12,3.39635E+12,3.52967E+12,3.54444E+12,3.55995E+12,3.63861E+12,3.69289E+12,3.77524E+12,3.87348E+12,3.92259E+12,3.94438E+12,..
Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7011622290,7252098078,7550098290,7882753673,8056909518,8167208518,7819425064,8059900852,8089630628,8575507998,9409345167,9900148331,9653866757,9932340671,10612955988,9293592671,8965511860,9169397215,9946589418,9696438521,9742176228,9400901273,8750015733,8350687983,9072819527,9534772773,10030500930,10511453307,11103055638,11667742914,12056140827,12692925252,13185337015,13824825935,14281045165,14868341569,15552651205,16205296043,16967008295,17713556131,18368957715,19103716042,19963383183,21001479124,22177561952,23486038976,24989124921,26075356992,28461199739,29839998860,32197272797,36720063513,40132381684,43067072131,44314914205,45280184655,46841351688,50655852125,53828671662,57315905531,..
Gibraltar,GIB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,52154874899,59041321755,59256710719,66275589692,72511908372,80319998283,85536382457,90385855229,96896998166,1.08102E+11,1.17756E+11,1.26989E+11,1.39892E+11,1.51212E+11,1.41477E+11,1.50484E+11,1.60795E+11,1.65524E+11,1.7752E+11,1.83346E+11,1.84588E+11,1.8172E+11,1.79661E+11,1.77724E+11,1.81297E+11,1.85847E+11,1.86809E+11,1.82589E+11,1.90418E+11,1.97654E+11,1.97654E+11,2.03781E+11,2.05208E+11,2.01924E+11,2.05963E+11,2.10287E+11,2.16306E+11,2.26006E+11,2.34809E+11,2.42023E+11,2.5151E+11,2.61901E+11,2.72175E+11,2.87947E+11,3.0252E+11,3.04332E+11,3.21534E+11,3.32061E+11,3.30948E+11,3.16714E+11,2.99362E+11,2.72022E+11,2.52163E+11,2.4399E+11,2.45795E+11,2.44719E+11,2.44251E+11,2.47927E+11,2.52723E+11,2.57451E+11,..
Greenland,GRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,726460342.6,821342248.1,872078805.7,931432567.6,984582475.7,990945242.8,1049997736,1142631847,1211380774,1270261117,1380469051,1389653029,1328235079,1374155043,1302979096,1350621067,1446479003,1526264935,1611790880,1719128819,1517654950,1515932949,1438443004,1366119059,1447053004,1501008944,1523968937,1546354919,1666320851,1689280827,1809246742,1832206718,1814412742,1894792056,2025657439,2126686937,2244839174,2297647624,2439323625,2460447005,2503156061,2490727405,2525452961,2492665493,2610871073,2544833840,2663981793,2676463790,2762593126,..,..
